Title,Price,Area,address,type,area_value,price_value_trieu,price_per_m2_final,House_number,Street,Ward,District,City,progress,cleaned_street
CHO THUÊ MBKD MẶT TIỀN DƯƠNG ĐÌNH HỘI PLB Q9,Giá: 16 triệu/tháng,Diện tích: 50 m²,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,50.0,16.0,320000.0,,Phố Trung Kính,Phường Yên Hòa,Quận Cầu Giấy,Hà Nội,True,Phố Trung Kính
CHO THUÊ MẶT BẰNG KINH DOANH TẠI PHỐ TRUNG KÍNH TO 50M 16TR,Giá: 70 triệu/tháng,Diện tích: 1500 m²,"70, Quốc lộ 1, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,1500.0,70.0,46666.66666666666,72A,Quốc Lộ 1A,Phường Đông Hưng Thuận,Quận 12,Hồ Chí Minh,True,Quốc Lộ 1A
CHO THUÊ KHO XƯỞNG 1500M2 MT QUỐC LỘ 1A P.ĐÔNG HƯNG THUẬN Q12,Giá: 4 triệu/tháng,Diện tích: 60 m²,"101 Đường Quốc Lộ 22, Xã Tân Thông Hội, Củ Chi, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,60.0,4.0,66666.66666666667,101,Quốc Lộ 22,Xã Tân Thông Hội,Huyện Củ Chi,Hồ Chí Minh,True,Quốc Lộ 22
CHO THUÊ MẶT BẰNG KINH DOANH HAY VĂN PHÒNG 60M ĐƯỜNG LỚN GẦN NGÃ TƯ QUÁN ĐÔI,Giá: 31 triệu/tháng,Diện tích: 134 m²,"Đường Âu Cơ, Phường 14, Quận 11, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,134.0,31.0,231343.2835820896,11,Đường Âu Cơ,Phường 14,Quận Tân Bình,Hồ Chí Minh,True,Đường Âu Cơ
"MẶT TIỀN ÂU CƠ, GẦN VÒNG XOAY LÊ ĐẠI HÀNH. 4,8M X 28M.",Giá: 65 triệu/tháng,Diện tích: 300 m²,"Đường Nguyễn Quý Cảnh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,300.0,65.0,216666.66666666663,1,Đường Nguyễn Quý Cảnh,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Quý Cảnh
"CHO THUÊ NGUYÊN CĂN NHÀ MẶT TIỀN NGUYỄN QUÝ CẢNH, P.AN PHÚ, QUẬN 2.",Giá: 150 triệu,Diện tích: 500 m²,"Đường Võ Văn Tần, Phường 12, Quận 3, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,500.0,150.0,300000.0,12,Đường Võ Văn Tần,Phường Võ Thị Sáu,Quận 3,Hồ Chí Minh,True,Đường Võ Văn Tần
CHÍNH CHỦ CHO THUÊ TÒA NHÀ MẶT TIỀN ĐƯỜNG VÕ VĂN TẦN QUẬN 3,Giá: 19 triệu/tháng,Diện tích: 61 m²,"Bình Giã, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,61.0,19.0,311475.40983606555,,Đường Bình Giã,Phường 13,Quận Tân Bình,Hồ Chí Minh,True,Đường Bình Giã
"CHÍNH CHỦ CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN BÌNH GIÃ 61M2,19TR/THÁNG",Giá: 14 triệu/tháng,Diện tích: 75 m²,"Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,75.0,14.0,186666.66666666663,11,Đường Quang Trung,Phường 8,Quận Gò Vấp,Hồ Chí Minh,True,Đường Quang Trung
"CHO THUÊ CỬA HÀNG, KI ỐT TẠI VIỆT NAM",Giá: 18 triệu/tháng,Diện tích: 60 m²,"Phường Đại Kim, Hoàng Mai, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,60.0,18.0,300000.0,,,Phường Đại Kim,Quận Hoàng Mai,Hà Nội,True,Đường 
CHO THUÊ NHÀ PHÂN LÔ KĐT ĐẠI KIM - NGUYỄN CẢNH DỊ - 60M2 X 4 TẦNG - GIAO NHÀ NGAY - 18 TRIỆU,Giá: 25 triệu/tháng,Diện tích: 72 m²,"Hòa Hưng, Phường 13, Quận 10, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,72.0,25.0,347222.22222222225,,Đường Hòa Hưng,Phường 13,Quận 10,Hồ Chí Minh,True,Đường Hòa Hưng
"MẶT BẰNG KINH DOANH RIÊNG BIỆT MT HOÀ HƯNG, P13, Q10 GIÁ 25TR TL",Giá: 20 triệu/tháng,Diện tích: 41 m²,"Đường Hoàng Diệu, Phường 13, Quận 4, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,41.0,20.0,487804.8780487805,275/4,Đường Hoàng Diệu,Phường 6,Quận 4,Hồ Chí Minh,True,Đường Hoàng Diệu
MẶT BẰNG LỐI ĐI RIÊNG GÓC 2 MẶT TIỀN ĐƯỜNG HOÀNG DIỆU Q4,Giá: 25 triệu/tháng,Diện tích: 160 m²,"Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,160.0,25.0,156250.0,,,Phường Hòa Cường Bắc,Quận Hải Châu,Đà Nẵng,True,Đường 
4 TẦNG MT ĐƯỜNG 2/9 CÓ 7PN DTSD 500M2 VỊ TRÍ ĐẸP HẠ GIÁ CHỐT NHANH,Giá: 20 triệu/tháng,Diện tích: 120 m²,"Nguyễn Oanh, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,120.0,20.0,166666.66666666666,,Đường Nguyễn Oanh,Phường 17,Quận Gò Vấp,Hồ Chí Minh,True,Đường Nguyễn Oanh
"MẶT TIỀN ĐƯỜNG NGUYỄN OANH, VỊ TRÍ ĐẸP",Giá: 50 triệu/tháng,Diện tích: 150 m²,"Hoàng Quốc Việt, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,150.0,50.0,333333.3333333333,,Đường Hoàng Quốc Việt,Phường Nghĩa Tân,Quận Cầu Giấy,Hà Nội,True,Đường Hoàng Quốc Việt
"CỬA HÀNG, MBKD NHÀ MẶT ĐƯỜNG HOÀNG QUỐC VIỆT, DT 150M2 X 1 TẦNG, MT 5M",Giá: 98 triệu/tháng,Diện tích: 700 m²,"Lương định của, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,700.0,98.0,140000.0,2,Đường Lương Định Của,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Lương Định Của
TÒA NHÀ MẶT TIỀN LƯƠNG ĐỊNH CỦA 4 TẦNG TRỐNG SUỐT PHÙ HỢP SHOWROOM VP,Giá: 24 triệu/tháng,Diện tích: 54 m²,"Đường Nguyễn Duy Hiệu, Phường Thảo Điền, Quận 2, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,54.0,24.0,444444.4444444445,56,Đường Nguyễn Duy Hiệu,Phường Thảo Điền,Thủ Đức,Hồ Chí Minh,True,Đường Nguyễn Duy Hiệu
"MẶT BẰNG TẦNG 1 CHO THUÊ TRÊN ĐƯỜNG NGUYỄN DUY HIỆU -THẢO ĐIỀN, GIÁ THUÊ 24TR/TH. CLIP VÀO XEM NGAY",Giá: 115 triệu,Diện tích: 360 m²,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,360.0,115.0,319444.44444444444,,Đường Trần Quang Khải,Phường Tân Định,Quận 1,Hồ Chí Minh,True,Đường Trần Quang Khải
"CHO THUÊ NHÀ MẶT TIỀN TRẦN QUANG KHẢI, Q1, 6X23M, 3 LẦU - 110 TRIỆU/TH","Giá: 13,5 triệu/tháng",Diện tích: 80 m²,"Đường Cao Đức Lân, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,13.5,168750.0,3,Đường Cao Đức Lân,Phường An Phú,Thủ Đức,Hồ Chí Minh,True,Đường Cao Đức Lân
"MẶT BẰNG 80M2 MẶT TIỀN ĐƯỜNG CAO ĐỨC LÂN,AN PHÚ QUẬN 2",Giá: 18 triệu/tháng,Diện tích: 70 m²,"Phố Trần Nguyên Đán, Phường Định Công, Quận Hoàng Mai, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,70.0,18.0,257142.85714285716,,Phố Trần Nguyên Đán,Phường Định Công,Quận Hoàng Mai,Hà Nội,True,Phố Trần Nguyên Đán
"CHO THUÊ MẶT BẰNG KINH DOANH 70MTẦNG 1 PHỐ TRẦN NGUYÊN ĐÁN, ĐỊNH CÔNG",Giá: 20 triệu/tháng,Diện tích: 200 m²,"Lê Đại Hành, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,200.0,20.0,100000.0,,Đường Lê Đại Hành,Phường Khuê Trung,Quận Cẩm Lệ,Đà Nẵng,True,Đường Lê Đại Hành
"CHO THUÊ KHO MT LÊ ĐẠI HÀNH, 200M2 KHO CAO",Giá: 25 triệu/tháng,Diện tích: 126 m²,"Bàu Cát, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,126.0,25.0,198412.6984126984,,Đường Bàu Cát,Phường 14,Quận Tân Bình,Hồ Chí Minh,True,Đường Bàu Cát
CHO THUÊ NHÀ GÓC 2MTKD BÀU CÁT TÂN BÌNH,Giá: 18 triệu/tháng,Diện tích: 72 m²,"Đường Minh Phụng, Phường 10, Quận 11, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,72.0,18.0,250000.0,10,Đường Minh Phụng,Phường 2,Quận 11,Hồ Chí Minh,True,Đường Minh Phụng
MT MINH PHỤNG 4X18M 2 LẦU GIÁ 18TR,Giá: 15 triệu/tháng,Diện tích: 170 m²,"Đường Kha Vạn Cân, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,170.0,15.0,88235.29411764706,,Đường Kha Vạn Cân,Phường Linh Trung,Thủ Đức,Hồ Chí Minh,True,Đường Kha Vạn Cân
CHO THUÊ MBKD 170M2 (10X17) MẶT TIỀN THỦ ĐỨC,Giá: 7 triệu/tháng,Diện tích: 52 m²,"Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,52.0,7.0,134615.38461538462,,Hẻm 257 Nguyễn Bình,Xã Phú Xuân,Huyện Nhà Bè,Hồ Chí Minh,True,Đường Nguyễn Bình
NHÀ MT KINH DOANH Ở LẠI ĐƯỢC ĐƯỜNG NGUYỄN BÌNH - CĂN GÓC - 1PN 1WC,Giá: 45 triệu/tháng,Diện tích: 160 m²,"Phường Thảo Điền, Quận 2, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,160.0,45.0,281250.0,,,Phường Thảo Điền,Thủ Đức,Hồ Chí Minh,True,Đường 
CHO THUÊ MẶT BẰNG KINH DOANH SPA VĂN PHÒNG THẢO ĐIỀN GIÁ CỰC TỐT,Giá: 55 triệu/tháng,Diện tích: 400 m²,"Nguyễn Trãi , Phường 3, Quận 5, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,400.0,55.0,137500.0,,Đường Nguyễn Trãi,Phường 3,Quận 5,Hồ Chí Minh,True,Đường Nguyễn Trãi
(5X20M)- 4 TẦNG- MẶT TIỀN NGUYỄN TRÃI QUẬN 5- GIÁ 55TR ĐOẠN ĐẸP,Giá: 45 triệu/tháng,Diện tích: 100 m²,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,45.0,450000.0,,Phố Trần Cung,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội,True,Phố Trần Cung
CHO THUÊ MBKD - MẶT TIỀN 24M - NHÀ 2 TẦNG TRẦN CUNG/ PHẠM VĂN ĐỒNG,Giá: 25 triệu/tháng,Diện tích: 100 m²,"Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,25.0,250000.0,,Đường Nguyễn Hồng Đào,Phường 14,Quận Tân Bình,Hồ Chí Minh,True,Đường Nguyễn Hồng Đào
"MT NGUYỄN HỒNG ĐÀO, DT 5X20M TRỆT 2 LẦU, PHÙ HỢP KD F&B.",Giá: 28 triệu/tháng,Diện tích: 120 m²,"Đường Nguyễn Minh Hoàng, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,120.0,28.0,233333.3333333333,,Đường Nguyễn Minh Hoàng,Phường 12,Quận Tân Bình,Hồ Chí Minh,True,Đường Nguyễn Minh Hoàng
"MT NGUYỄN MINH HOÀNG, DT 4X30M TRỆT 3 LẦU, KD TỰ DO ĐA NGÀNH NGHỀ.",Giá: 80 triệu/tháng,Diện tích: 200 m²,"Diệp Minh Châu, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,200.0,80.0,400000.0,,Đường Diệp Minh Châu,Phường Tân Sơn Nhì,Quận Tân Phú,Hồ Chí Minh,True,Đường Diệp Minh Châu
"MT DIỆP MINH CHÂU, DT 8X25M, NỞ HẬU CHỮ L, TRỆT, 5 LẦU, CHO LÀM CHDV.",Giá: 20 triệu/tháng,Diện tích: 80 m²,"Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,80.0,20.0,250000.0,,,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường 
"MT TÂY THẠNH, DT 4X20M TRỆT 3 LẦU, PHÙ HỢP LÀM SPA, TT DẠY HỌC.",Giá: 25 triệu/tháng,Diện tích: 100 m²,"Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,100.0,25.0,250000.0,,Hẻm 176 Đường Kênh Tân Hóa,Phường Phú Trung,Quận Tân Phú,Hồ Chí Minh,True,Đường Kênh Tân Hóa
"MT KÊNH TÂN HÓA, DT 5X20M TRỆT 3 LẦU, PHÙ HỢP LÀM VĂN PHÒNG CÔNG TY.","Giá: 6,5 triệu/tháng",Diện tích: 40 m²,"Đường Đỗ Xuân Hợp, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",search?iCat=55&iCitId=0&iDisId=0&iWardId=0&iPrice=0&keyword=&page=,40.0,6.5,162500.0,,Đường Đỗ Xuân Hợp,Phường Phước Bình,Thủ Đức,Hồ Chí Minh,True,Đường Đỗ Xuân Hợp
CHO THUÊ NHÀ MẶT PHỐ TẠI VIỆT NAM,Giá: 11 triệu/tháng,Diện tích: 38 m²,614 Hoàng Hoa Thám,nha_mat_pho,38.0,11.0,289473.6842105263,614,Đường Hoàng Hoa Thám,Phường Bưởi,Quận Tây Hồ,Hà Nội,True,Đường Hoàng Hoa Thám
CHO THUÊ CỬA HÀNG MẶT ĐƯỜNG HOÀNG HOA THÁM MẶT TIỀN 3.5M X 2 TẦNG,Giá: 120 triệu,Diện tích: 150 m²,"Phố Phố Huế, Phường Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",nha_mat_pho,150.0,120.0,800000.0,,Phố Quán Sứ,Phường Trần Hưng Đạo,Quận Hoàn Kiếm,Hà Nội,True,Phố Quán Sứ
"CHO THUÊ MẶT BẰNG KINH DOANH ĐOẠN ĐẸP NHẤT PHỐ HUẾ, 120M2 X 6 TẦNG, MT 5M, MỌI MÔ HÌNH",Giá: 60 triệu/tháng,Diện tích: 120 m²,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",nha_mat_pho,120.0,60.0,500000.0,,Đường Nguyễn Khánh Toàn,Phường Quan Hoa,Quận Cầu Giấy,Hà Nội,True,Đường Nguyễn Khánh Toàn
"SIÊU HIẾM! CHO THUÊ NHÀ MẶT PHỐ NGUYỄN KHÁNH TOÀN 120M X 4 TẦNG, MT 5M VỈA RỘNG, KD MỌI MÔ HÌNH",Giá: 160 triệu,Diện tích: 400 m²,"Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh",nha_mat_pho,400.0,160.0,400000.0,,Đường Nguyễn Văn Linh,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,True,Đường Nguyễn Văn Linh
"CẦN CHO THUÊ TÒA NHÀ 6 LẦU ĐƯỜNG NGUYỄN VĂN LINH ĐỐI DIỆN CHUNG CƯ ECO GREEN, P. TÂN THUẬN TÂY Q. 7",Giá: 70 triệu/tháng,Diện tích: 160 m²,"Dự án Khu dân cư Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",nha_mat_pho,160.0,70.0,437500.0,2,Khu Dân Cư Thới An,Phường Thới An,Quận 12,Hồ Chí Minh,True,Đường Khu Dân Cư Thới An
CHO THUÊ VĂN PHÒNG THẠNH MỸ LỢI QUẬN 2 DIỆN TÍCH GIÁ RẺ,Giá: 30 triệu/tháng,Diện tích: 300 m²,lũy bán bích,nha_mat_pho,300.0,30.0,100000.0,,Đường Lũy Bán Bích,Phường Phú Thạnh,Quận Tân Phú,Hồ Chí Minh,True,Đường Lũy Bán Bích
CHO THUÊ NHÀ NGUYÊN CĂN MT LŨY BÁN BÍCH. 1 TR 3 LẦU. 4X18. GIÁ 30TR,Giá: 40 triệu/tháng,Diện tích: 132 m²,"Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",nha_mat_pho,132.0,40.0,303030.30303030304,,Đường Hoàng Quốc Việt,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,True,Đường Hoàng Quốc Việt
"CẦN TIỀN CHO THUÊ GẤP CĂN NHÀ PHỐ HƯỚNG NAM, MẶT TIỀN ĐƯỜNG HOÀNG QUỐC VIỆT, P. PHÚ MỸ, Q. 7",Giá: 30 triệu/tháng,Diện tích: 120 m²,"Dự án Nam Long Trần Trọng Cung, Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",nha_mat_pho,120.0,30.0,250000.0,37,Đường Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,True,Đường Trần Trọng Cung
KHÔNG Ở CẦN CHO THUÊ GẤP CĂN NHÀ PHỐ HƯỚNG NAM KDC NAM LONG P TÂN THUẬN ĐÔNG Q7 GIÁ CHỈ 30 TR/THÁNG,Giá: 20 triệu/tháng,Diện tích: 210 m²,"Lý Tự Trọng, Thạch Thang, Hải Châu, Đà Nẵng",nha_mat_pho,210.0,20.0,95238.09523809524,,Đường Lý Tự Trọng,Phường Thạch Thang,Quận Hải Châu,Đà Nẵng,True,Đường Lý Tự Trọng
CHO THUÊ NHÀ LÝ TỰ TRỌNG GẦN ĐỐNG ĐA,Giá: 13 triệu/tháng,Diện tích: 64 m²,"Dự án KĐT Lê Hồng Phong II, Đường Lê Hồng Phong, Phường Phước Hải, Nha Trang, Khánh Hòa",nha_mat_pho,64.0,13.0,203125.0,,Đường Lê Hồng Phong,Phường Phước Hải,Nha Trang,Khánh Hòa,True,Đường Lê Hồng Phong
CHO THUÊ NHÀ NGUYÊN CĂN 3 TẦNG 3PN ĐẦY ĐỦ NỘI THẤT - HƯỚNG TÂY - GẦN CÔNG VIÊN,Giá: 30 triệu/tháng,Diện tích: 360 m²,"Đường Nguyễn Tri Phương, Phường Chính Gián, Thanh Khê, Đà Nẵng",nha_mat_pho,360.0,30.0,83333.33333333333,,,Phường Tân Chính,Quận Thanh Khê,Đà Nẵng,True,Đường 
CHO THUÊ NHÀ VƯỜN MẶT TIỀN ĐƯỜNG NGUYỄN TRI PHƯƠNG ĐỐI DIỆN CÔNG VIÊN 29/3,Giá: 150 triệu,Diện tích: 150 m²,"Phan Châu Trinh, Đà Nẵng",nha_mat_pho,150.0,150.0,1000000.0,,Đường Phan Châu Trinh,,Quận Hải Châu,Đà Nẵng,True,Đường Phan Châu Trinh
CHO THUÊ NHÀ MẶT PHỐ TP ĐÀ NẴNG,Giá: 30 triệu/tháng,Diện tích: 125 m²,"Phường Sài Đồng, Long Biên, Hà Nội",nha_mat_pho,125.0,30.0,240000.0,,Cầu Vượt Sài Đồng,Phường Phúc Đồng,Quận Long Biên,Hà Nội,True,Đường Cầu Vượt Sài Đồng
"CHO THUÊ NGUYÊN CĂN 5 TẦNG THANG MÁY, KĐT SÀI ĐỒNG THIẾT KẾ XÂY DỰNG DT 125M2",Giá: 19 triệu/tháng,Diện tích: 78.75 m²,"110, Đường Trường Chinh, Phường Phương Mai, Đống Đa, Hà Nội",nha_mat_pho,78.75,19.0,241269.84126984127,110,Đường Trường Chinh,Phường Phương Mai,Quận Đống Đa,Hà Nội,True,Đường Trường Chinh
CHO THUÊ NHÀ MẶT ĐƯỜNG 110 TRƯỜNG CHINH PHƯƠNG MAI ĐỐNG ĐA HÀ NỘI,Giá: 250 triệu,Diện tích: 500 m²,"Đường Quang Trung, Phường La Khê, Hà Đông, Hà Nội",nha_mat_pho,500.0,250.0,500000.0,,Đường Quang Trung,Phường La Khê,Quận Hà Đông,Hà Nội,True,Đường Quang Trung
CHO THUÊ NHÀ MẶT PHỐ QUANG TRUNG HÀ ĐÔNG DIỆN TÍCH 500M MẶT TIỀN 32M RIÊNG BIỆT,"Giá: 1,2 tỷ",Diện tích: 325 m²,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh",nha_mat_pho,325.0,1200.0,3692307.692307693,,Đường Lê Thánh Tôn,Phường Bến Nghé,Quận 1,Hồ Chí Minh,True,Đường Lê Thánh Tôn
"KHÁCH SẠN 45 PHÒNG - MT LÊ THÁNH TÔN - DT: 12X25 - 2 HẦM + 9 TẦNG - 43K (1,2 TỶ/THÁNG)",Giá: 70 triệu/tháng,Diện tích: 300 m²,"Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",nha_mat_pho,300.0,70.0,233333.3333333333,,Phố Duy Tân,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,True,Phố Duy Tân
"CHO THUÊ NHÀ MẶT PHỐ DUY TÂN DT 70M X 5T, MT 4.5M, NHA KHOA, SPA, VĂN PHÒNG 0966022555",Giá: 85 triệu/tháng,Diện tích: 120 m²,"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội",nha_mat_pho,120.0,85.0,708333.3333333334,,Đường Tô Hiệu,Phường Hà Cầu,Quận Hà Đông,Hà Nội,True,Đường Tô Hiệu
"CHO THUÊ TÒA NHÀ 7 TẦNG THANG MÁY 2 MẶT PHỐ XÂY MỚI, ĐƯỜNG TÔ HIỆU HÀ ĐÔNG, DT 120M2X7T, 85TR/THÁNG",Giá: 400 triệu,Diện tích: 1500 m²,"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",nha_mat_pho,1500.0,400.0,266666.6666666667,6,Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
"CHO THUÊ NHÀ GÓC 2MT LÊ ĐỨC THỌ, DT: 30M X 50M, GÒ VẤP",Giá: 35 triệu/tháng,Diện tích: 65 m²,"Đường Hồ Bá Kiện, Phường 15, Quận 10, Hồ Chí Minh",nha_mat_pho,65.0,35.0,538461.5384615385,,Đường Hồ Bá Kiện,Phường 15,Quận 10,Hồ Chí Minh,True,Đường Hồ Bá Kiện
"CHO THUÊ NHÀ NGUYÊN CĂN HỒ BÁ KIỆN, QUẬN 10, (5X13M), 5 TẦNG, 35 TRIỆU",Giá: 80 triệu/tháng,Diện tích: 376 m²,"Đường Lê Văn Thọ, Phường 9, Gò Vấp, Hồ Chí Minh.",nha_mat_pho,376.0,80.0,212765.9574468085,9,Đường Lê Văn Thọ,Phường 13,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Văn Thọ
"CHO THUÊ NHÀ MT LÊ VĂN THỌ, DT: 8M X 47M, 1 TRỆT, 2 LẦU, GÒ VẤP",Giá: 230 triệu,Diện tích: 240 m²,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh",nha_mat_pho,240.0,230.0,958333.3333333334,,Đường Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,Hồ Chí Minh,True,Đường Nguyễn Đình Chiểu
"CHO THUÊ NHÀ NGUYÊN CĂN NGUYỄN ĐÌNH CHIỂU, QUẬN 1 (8X30M)",Giá: 90 triệu/tháng,Diện tích: 240 m²,"Đường Hoàng Sa, Phường 11, Quận 3, Hồ Chí Minh",nha_mat_pho,240.0,90.0,375000.0,,Hẻm 159/74 Đường Hoàng Sa,Phường 11,Quận 3,Hồ Chí Minh,True,Đường Hoàng Sa
"CHO THUÊ NHÀ NGUYÊN CĂN MẶT TIỀN HOÀNG SA, QUẬN 3, (24X10M), 90 TRIỆU/TH",Giá: 200 triệu,Diện tích: 500 m²,"Đường Lê Đức Thọ, Phường 13, Gò Vấp, Hồ Chí Minh",nha_mat_pho,500.0,200.0,400000.0,13,Đường Lê Đức Thọ,Phường 7,Quận Gò Vấp,Hồ Chí Minh,True,Đường Lê Đức Thọ
"TOÀ CHDV 82 PHÒNG NGAY LÊ ĐỨC THỌ GÒ VẤP, HẦM 6 LẦU, COST 2.6TR LH 0902923957",Giá: 130 triệu,Diện tích: 450 m²,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",nha_mat_pho,450.0,130.0,288888.8888888889,,Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Quận 12,Hồ Chí Minh,True,Đường Nguyễn Văn Quá
